\N,,,,,
\N,CVLY,"Codorus Valley Bancorp, Inc",n/a,Finance,Savings Institutions
\N,JVA,"Coffee Holding Co., Inc.",2005,Consumer Non-Durables,Food Distributors
\N,CCOI,"Cogent Communications Holdings, Inc.",n/a,Consumer Services,Telecommunications Equipment
\N,CGNT,"Cogentix Medical, Inc.",n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
\N,COGT,"Cogint, Inc.",n/a,Consumer Services,Advertising
\N,CGNX,Cognex Corporation,1989,Capital Goods,Industrial Machinery/Components
\N,CTSH,Cognizant Technology Solutions Corporation,1998,Technology,EDP Services
\N,COHR,"Coherent, Inc.",n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments
\N,CHRS,"Coherus BioSciences, Inc.",2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
\N,COHU,"Cohu, Inc.",n/a,Capital Goods,Electrical Products
\N,CLCT,"Collectors Universe, Inc.",1999,Miscellaneous,Business Services
\N,COLL,"Collegium Pharmaceutical, Inc.",2015,Health Care,Major Pharmaceuticals
\N,CIGI,Colliers International Group Inc. ,n/a,Finance,Real Estate
\N,CBAN,"Colony Bankcorp, Inc.",n/a,Finance,Major Banks
\N,CLCD,"CoLucid Pharmaceuticals, Inc.",2015,Health Care,Major Pharmaceuticals
\N,COLB,"Columbia Banking System, Inc.",1992,Finance,Major Banks
\N,COLM,Columbia Sportswear Company,1998,Consumer Non-Durables,Apparel
\N,CMCO,Columbus McKinnon Corporation,1996,Capital Goods,Construction/Ag Equipment/Trucks
\N,CBMX,CombiMatrix Corporation,n/a,Health Care,Hospital/Nursing Management
\N,CBMXW,CombiMatrix Corporation,n/a,Health Care,Hospital/Nursing Management
\N,CMCSA,Comcast Corporation,n/a,Consumer Services,Television Services
\N,CBSH,"Commerce Bancshares, Inc.",n/a,Finance,Major Banks
\N,CBSHP,"Commerce Bancshares, Inc.",n/a,Finance,Major Banks
\N,CUBN,"Commerce Union Bancshares, Inc.",n/a,n/a,n/a
\N,CHUBA,"CommerceHub, Inc.",n/a,Technology,Computer Software: Prepackaged Software
\N,CHUBK,"CommerceHub, Inc.",n/a,Technology,Computer Software: Prepackaged Software
\N,CVGI,"Commercial Vehicle Group, Inc.",2004,Capital Goods,Auto Parts:O.E.M.
\N,COMM,"CommScope Holding Company, Inc.",2013,Technology,Radio And Television Broadcasting And Communications Equipment
\N,CSAL,"Communications Sales & Leasing,Inc.",n/a,Consumer Services,Real Estate Investment Trusts
\N,JCS,"Communications Systems, Inc.",n/a,Public Utilities,Telecommunications Equipment
\N,ESXB,Community Bankers Trust Corporation.,n/a,Finance,Major Banks
\N,CYHHZ,"Community Health Systems, Inc.",n/a,Health Care,Hospital/Nursing Management
\N,CTBI,"Community Trust Bancorp, Inc.",n/a,Finance,Major Banks
\N,CWBC,Community West Bancshares,n/a,Finance,Major Banks
\N,CVLT,"Commvault Systems, Inc.",2006,Technology,Computer Software: Prepackaged Software
\N,CGEN,Compugen Ltd.,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
\N,CPSI,"Computer Programs and Systems, Inc.",2002,Technology,EDP Services
\N,CTG,"Computer Task Group, Incorporated",n/a,Technology,EDP Services
\N,SCOR,"comScore, Inc.",2007,Miscellaneous,Business Services
\N,CHCI,"Comstock Holding Companies, Inc.",2004,Capital Goods,Homebuilding
\N,CMTL,Comtech Telecommunications Corp.,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
\N,CNAT,Conatus Pharmaceuticals Inc.,2013,Health Care,Major Pharmaceuticals
\N,CNCE,"Concert Pharmaceuticals, Inc.",2014,Health Care,Major Pharmaceuticals
\N,CXRX,Concordia International Corp.,n/a,Health Care,Major Pharmaceuticals
\N,CCUR,Concurrent Computer Corporation,n/a,Technology,Computer Manufacturing
\N,CDOR,"Condor Hospitality Trust, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
\N,CFMS,"ConforMIS, Inc.",2015,Health Care,Industrial Specialties
\N,CNFR,"Conifer Holdings, Inc.",2015,Finance,Property-Casualty Insurers
\N,CNMD,CONMED Corporation,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
\N,CTWS,"Connecticut Water Service, Inc.",n/a,Public Utilities,Water Supply
\N,CNOB,"ConnectOne Bancorp, Inc.",n/a,Finance,Major Banks
\N,CNXR,"Connecture, Inc.",2014,Technology,Computer Software: Prepackaged Software
\N,CONN,"Conn&#39;s, Inc.",2003,Consumer Services,Consumer Electronics/Video Chains
\N,CNSL,"Consolidated Communications Holdings, Inc.",2005,Public Utilities,Telecommunications Equipment
\N,CWCO,Consolidated Water Co. Ltd.,n/a,Public Utilities,Water Supply
\N,CPSS,"Consumer Portfolio Services, Inc.",1992,Finance,Finance: Consumer Services
\N,CFRX,ContraFect Corporation,2014,Health Care,Major Pharmaceuticals
\N,CTRV,ContraVir Pharmaceuticals Inc,n/a,Health Care,Major Pharmaceuticals
\N,CTRL,Control4 Corporation,2013,Capital Goods,Electrical Products
\N,CPAA,Conyers Park Acquisition Corp.,2016,Finance,Business Services
\N,CPAAU,Conyers Park Acquisition Corp.,2016,Finance,Business Services
\N,CPAAW,Conyers Park Acquisition Corp.,2016,Finance,Business Services
\N,CPRT,"Copart, Inc.",1994,Consumer Durables,Automotive Aftermarket
\N,COYN,"COPsync, Inc.",n/a,Technology,Computer Communications Equipment
\N,COYNW,"COPsync, Inc.",n/a,Technology,Computer Communications Equipment
\N,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",n/a,Health Care,Major Pharmaceuticals
\N,CORT,Corcept Therapeutics Incorporated,1982,Health Care,Major Pharmaceuticals
\N,CORE,"Core-Mark Holding Company, Inc.",n/a,Consumer Non-Durables,Food Distributors
\N,CORI,"Corium International, Inc.",2014,Health Care,Major Pharmaceuticals
\N,CSOD,"Cornerstone OnDemand, Inc.",2011,Technology,Computer Software: Prepackaged Software
\N,CRVL,CorVel Corp.,n/a,Finance,Specialty Insurers
\N,CRVS,"Corvus Pharmaceuticals, Inc.",2016,Health Care,Major Pharmaceuticals
\N,CSGP,"CoStar Group, Inc.",1998,Miscellaneous,Business Services
\N,COST,Costco Wholesale Corporation,n/a,Consumer Services,Department/Specialty Retail Stores
\N,CPAH,CounterPath Corporation,n/a,Technology,Computer Software: Prepackaged Software
\N,ICBK,"County Bancorp, Inc.",2015,Finance,Major Banks
\N,COUP,Coupa Software Incorporated,2016,Technology,Computer Software: Prepackaged Software
\N,CVTI,"Covenant Transportation Group, Inc.",1994,Transportation,Trucking Freight/Courier Services
\N,COVS,Covisint Corporation,2013,Technology,EDP Services
\N,COWN,"Cowen Group, Inc.",n/a,Finance,Investment Bankers/Brokers/Service
\N,COWNL,"Cowen Group, Inc.",n/a,Finance,Investment Bankers/Brokers/Service
\N,PMTS,CPI Card Group Inc.,2015,Finance,Finance Companies
\N,CPSH,CPS Technologies Corp.,n/a,Capital Goods,Building Materials
\N,CRAI,"CRA International,Inc.",1998,Miscellaneous,Other Consumer Services
\N,CBRL,"Cracker Barrel Old Country Store, Inc.",1981,Consumer Services,Restaurants
\N,BREW,"Craft Brew Alliance, Inc.",n/a,Consumer Non-Durables,Beverages (Production/Distribution)
\N,CRAY,Cray Inc,n/a,Technology,Computer Manufacturing
\N,CACC,Credit Acceptance Corporation,1992,Finance,Finance: Consumer Services
\N,GLDI,Credit Suisse Gold Shares Covered Calls ETN,n/a,Finance,Investment Bankers/Brokers/Service
\N,SLVO,Credit Suisse Silver Shares Covered Call ETN,n/a,Finance,Investment Bankers/Brokers/Service
\N,CREE,"Cree, Inc.",1993,Technology,Semiconductors
\N,CRESY,Cresud S.A.C.I.F. y A.,1997,Finance,Real Estate
\N,CRSP,CRISPR Therapeutics AG,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
\N,CRTO,Criteo S.A.,2013,Technology,Advertising
\N,CROX,"Crocs, Inc.",2006,Consumer Non-Durables,Shoe Manufacturing
\N,CCRN,"Cross Country Healthcare, Inc.",2001,Technology,Professional Services
\N,XRDC,"Crossroads Capital, Inc.",2011,n/a,n/a
\N,CRDS,"Crossroads Systems, Inc.",1999,Technology,Computer peripheral equipment
\N,CRWS,"Crown Crafts, Inc.",n/a,Basic Industries,Textiles
\N,CYRX,"CryoPort, Inc.",n/a,Transportation,Oil Refining/Marketing
\N,CYRXW,"CryoPort, Inc.",n/a,Transportation,Oil Refining/Marketing
\N,CSGS,"CSG Systems International, Inc.",1996,Technology,EDP Services
\N,CCLP,CSI Compressco LP,2011,Energy,Oilfield Services/Equipment
\N,CSPI,CSP Inc.,1982,Technology,EDP Services
\N,CSWI,"CSW Industrials, Inc.",n/a,Basic Industries,Home Furnishings
\N,CSX,CSX Corporation,n/a,Transportation,Railroads
\N,CTIC,CTI BioPharma Corp.,1997,Health Care,Major Pharmaceuticals
\N,CTIB,CTI Industries Corporation,1997,Basic Industries,Specialty Chemicals
\N,CTRP,"Ctrip.com International, Ltd.",2003,Miscellaneous,Business Services
\N,CUNB,CU Bancorp (CA),n/a,Finance,Major Banks
\N,CUI,"CUI Global, Inc.",n/a,Consumer Non-Durables,Electronic Components
\N,CPIX,Cumberland Pharmaceuticals Inc.,2009,Health Care,Major Pharmaceuticals
\N,CMLS,Cumulus Media Inc.,1998,Consumer Services,Broadcasting
\N,CRIS,"Curis, Inc.",n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
\N,CUTR,"Cutera, Inc.",2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
\N,CVBF,CVB Financial Corporation,n/a,Finance,Major Banks
\N,CVV,CVD Equipment Corporation,n/a,Technology,Industrial Machinery/Components
\N,CYAN,Cyanotech Corporation,n/a,Consumer Durables,Specialty Chemicals
\N,CYBR,CyberArk Software Ltd.,2014,Technology,Computer Software: Prepackaged Software
\N,CYBE,CyberOptics Corporation,1987,Capital Goods,Electronic Components
\N,CYCC,"Cyclacel Pharmaceuticals, Inc.",n/a,Health Care,Major Pharmaceuticals
\N,CYCCP,"Cyclacel Pharmaceuticals, Inc.",n/a,Health Care,Major Pharmaceuticals
\N,CBAY,CymaBay Therapeutics Inc.,n/a,Health Care,Major Pharmaceuticals
\N,CYNO,"Cynosure, Inc.",2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
\N,CY,Cypress Semiconductor Corporation,1986,Technology,Semiconductors
\N,CYRN,CYREN Ltd.,n/a,Technology,Computer Software: Prepackaged Software
\N,CONE,CyrusOne Inc,2013,Consumer Services,Real Estate Investment Trusts
\N,CYTK,"Cytokinetics, Incorporated",2004,Health Care,Major Pharmaceuticals
\N,CTMX,"CytomX Therapeutics, Inc.",2015,Health Care,Major Pharmaceuticals
\N,CYTX,Cytori Therapeutics Inc,n/a,Health Care,Medical/Dental Instruments
\N,CYTXW,Cytori Therapeutics Inc,n/a,Health Care,Medical/Dental Instruments
\N,CTSO,Cytosorbents Corporation,n/a,Health Care,Medical/Dental Instruments
\N,CYTR,CytRx Corporation,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
\N,DJCO,Daily Journal Corp. (S.C.),n/a,Consumer Services,Newspapers/Magazines
\N,DAKT,"Daktronics, Inc.",1994,Consumer Durables,Miscellaneous manufacturing industries
\N,DRIO,DarioHealth Corp.,n/a,Health Care,Medical/Dental Instruments
\N,DRIOW,DarioHealth Corp.,n/a,Health Care,Medical/Dental Instruments
\N,DZSI,"DASAN Zhone Solutions, Inc.",n/a,Public Utilities,Telecommunications Equipment
\N,DAIO,Data I/O Corporation,1981,Capital Goods,Electrical Products
\N,DRAM,Dataram Corporation,n/a,Technology,Electronic Components
\N,DWCH,Datawatch Corporation,1992,Technology,Computer Software: Prepackaged Software
\N,PLAY,"Dave & Buster&#39;s Entertainment, Inc.",2014,Consumer Services,Restaurants
\N,DTEA,DAVIDsTEA Inc.,2015,Consumer Non-Durables,Food Chains
\N,DFNL,Davis Select Financial ETF,n/a,n/a,n/a
\N,DUSA,Davis Select U.S. Equity ETF,n/a,n/a,n/a
\N,DWLD,Davis Select Worldwide ETF,n/a,n/a,n/a
\N,DWSN,Dawson Geophysical Company,n/a,Energy,Oil & Gas Production
\N,DBVT,DBV Technologies S.A.,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
\N,DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",2012,Consumer Services,Restaurants
\N,TACO,"Del Taco Restaurants, Inc.",2014,Consumer Services,Restaurants
\N,TACOW,"Del Taco Restaurants, Inc.",2014,Consumer Services,Restaurants
\N,DCTH,"Delcath Systems, Inc.",2000,Health Care,Medical/Dental Instruments
\N,DMPI,"DelMar Pharmaceuticals, Inc.",n/a,Health Care,Major Pharmaceuticals
\N,DGAS,"Delta Natural Gas Company, Inc.",1981,Public Utilities,Oil & Gas Production
\N,DELT,Delta Technology Holdings Limited,n/a,Basic Industries,Major Chemicals
\N,DELTW,Delta Technology Holdings Limited,2013,Basic Industries,Major Chemicals
\N,DENN,Denny&#39;s Corporation,n/a,Consumer Services,Restaurants
\N,XRAY,DENTSPLY SIRONA Inc.,1987,Health Care,Medical/Dental Instruments
\N,DEPO,"Depomed, Inc.",n/a,Health Care,Major Pharmaceuticals
\N,DSCI,"Derma Sciences, Inc.",n/a,Health Care,Medical/Dental Instruments
\N,DERM,"Dermira, Inc.",2014,Health Care,Major Pharmaceuticals
\N,DEST,Destination Maternity Corporation,n/a,Consumer Services,Clothing/Shoe/Accessory Stores
\N,DXLG,"Destination XL Group, Inc.",n/a,Consumer Services,Clothing/Shoe/Accessory Stores
\N,DSWL,"Deswell Industries, Inc.",1995,Consumer Non-Durables,Plastic Products
\N,DTRM,"Determine, Inc. ",n/a,Technology,Computer Software: Prepackaged Software
\N,DXCM,"DexCom, Inc.",2005,Health Care,Medical/Dental Instruments
\N,DXTR,Dextera Surgical Inc.,n/a,Health Care,Medical/Dental Instruments
\N,DHXM,DHX Media Ltd.,n/a,n/a,n/a
\N,DHIL,"Diamond Hill Investment Group, Inc.",n/a,Finance,Investment Managers
\N,FANG,"Diamondback Energy, Inc.",2012,Energy,Oil & Gas Production
\N,DCIX,Diana Containerships Inc.,n/a,Transportation,Marine Transportation
\N,DRNA,"Dicerna Pharmaceuticals, Inc.",2014,Health Care,Major Pharmaceuticals
\N,DFBG,Differential Brands Group Inc.,n/a,Consumer Non-Durables,Apparel
\N,DFFN,Diffusion Pharmaceuticals Inc.,n/a,Health Care,Major Pharmaceuticals
\N,DGII,Digi International Inc.,1989,Technology,Computer Communications Equipment
\N,DMRC,Digimarc Corporation,n/a,Technology,EDP Services
\N,DRAD,Digirad Corporation,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
\N,DGLY,"Digital Ally, Inc.",n/a,Technology,Radio And Television Broadcasting And Communications Equipment
\N,APPS,"Digital Turbine, Inc.",n/a,Miscellaneous,Multi-Sector Companies
\N,DCOM,"Dime Community Bancshares, Inc.",n/a,Finance,Savings Institutions
\N,DMTX,"Dimension Therapeutics, Inc.",2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
\N,DIOD,Diodes Incorporated,n/a,Technology,Semiconductors
\N,DPRX,"Dipexium Pharmaceuticals, Inc.",2014,Health Care,Major Pharmaceuticals
\N,DISCA,"Discovery Communications, Inc.",n/a,Consumer Services,Television Services
\N,DISCB,"Discovery Communications, Inc.",n/a,Consumer Services,Television Services
\N,DISCK,"Discovery Communications, Inc.",n/a,Consumer Services,Television Services
\N,DISH,DISH Network Corporation,1995,Consumer Services,Television Services
\N,DVCR,Diversicare Healthcare Services Inc.,n/a,Health Care,Hospital/Nursing Management
\N,SAUC,"Diversified Restaurant Holdings, Inc.",n/a,Consumer Services,Restaurants
\N,DLHC,DLH Holdings Corp.,n/a,Technology,Professional Services
\N,BOOM,DMC Global Inc.,n/a,Capital Goods,Industrial Specialties
\N,DNBF,DNB Financial Corp,n/a,Finance,Major Banks
\N,DLTR,"Dollar Tree, Inc.",1995,Consumer Services,Department/Specialty Retail Stores
\N,DGICA,"Donegal Group, Inc.",n/a,Finance,Property-Casualty Insurers
\N,DGICB,"Donegal Group, Inc.",1986,Finance,Property-Casualty Insurers
\N,DMLP,"Dorchester Minerals, L.P.",n/a,Energy,Oil & Gas Production
\N,DORM,"Dorman Products, Inc.",n/a,Capital Goods,Auto Parts:O.E.M.
\N,EAGL,Double Eagle Acquisition Corp.,2015,Finance,Business Services
\N,EAGLU,Double Eagle Acquisition Corp.,2015,Finance,Business Services
\N,EAGLW,Double Eagle Acquisition Corp.,2015,Finance,Business Services
\N,DRWI,DragonWave Inc,2009,Public Utilities,Telecommunications Equipment
\N,DRYS,DryShips Inc.,2005,Transportation,Marine Transportation
\N,DSPG,"DSP Group, Inc.",1994,Technology,Semiconductors
\N,DLTH,Duluth Holdings Inc.,2015,Consumer Services,Clothing/Shoe/Accessory Stores
\N,DNKN,"Dunkin&#39; Brands Group, Inc.",2011,Consumer Services,Restaurants
\N,DRRX,DURECT Corporation,2000,Health Care,Major Pharmaceuticals
\N,DXPE,"DXP Enterprises, Inc.",n/a,Capital Goods,Industrial Machinery/Components
\N,DYSL,Dynasil Corporation of America,n/a,Capital Goods,Industrial Machinery/Components
\N,DYNT,Dynatronics Corporation,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
\N,DVAX,Dynavax Technologies Corporation,2004,Health Care,Major Pharmaceuticals
\N,ETFC,E*TRADE Financial Corporation,n/a,Finance,Savings Institutions
\N,EBMT,"Eagle Bancorp Montana, Inc.",n/a,Finance,Major Banks
\N,EGBN,"Eagle Bancorp, Inc.",n/a,Finance,Major Banks
\N,EGLE,Eagle Bulk Shipping Inc.,n/a,Transportation,Marine Transportation
\N,EGRX,"Eagle Pharmaceuticals, Inc.",2014,Health Care,Major Pharmaceuticals
\N,ELNK,EarthLink Holdings Corp.,n/a,Technology,"Computer Software: Programming, Data Processing"
\N,EWBC,"East West Bancorp, Inc.",n/a,Finance,Major Banks
\N,EACQ,Easterly Acquisition Corp.,2015,Capital Goods,Building Products
\N,EACQU,Easterly Acquisition Corp.,2015,Capital Goods,Building Products
\N,EACQW,Easterly Acquisition Corp.,2015,Capital Goods,Building Products
\N,EML,Eastern Company (The),n/a,Capital Goods,Industrial Machinery/Components
\N,EVBS,"Eastern Virginia Bankshares, Inc.",n/a,Finance,Major Banks
\N,EVGBC,Eaton Vance NextShares Trust,n/a,n/a,n/a
\N,EVSTC,Eaton Vance NextShares Trust,n/a,n/a,n/a
\N,EVLMC,Eaton Vance NextShares Trust II,n/a,n/a,n/a
\N,EBAY,eBay Inc.,1998,Miscellaneous,Business Services
\N,EBAYL,eBay Inc.,n/a,Miscellaneous,Business Services
\N,EBIX,"Ebix, Inc.",n/a,Technology,EDP Services
\N,ELON,Echelon Corporation,1998,Technology,Computer Communications Equipment
\N,ECHO,"Echo Global Logistics, Inc.",2009,Transportation,Oil Refining/Marketing
\N,SATS,EchoStar Corporation,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
\N,EEI,"Ecology and Environment, Inc.",1987,Consumer Services,Military/Government/Technical
\N,ECAC,E-compass Acquisition Corp.,2015,Finance,Business Services
\N,ECACR,E-compass Acquisition Corp.,2015,Finance,Business Services
\N,ECACU,E-compass Acquisition Corp.,2015,Finance,Business Services
\N,ESES,"Eco-Stim Energy Solutions, Inc.",n/a,Energy,Oilfield Services/Equipment
\N,EDAP,EDAP TMS S.A.,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
\N,EDGE,"Edge Therapeutics, Inc.",2015,Health Care,Major Pharmaceuticals
\N,EDGW,"Edgewater Technology, Inc.",n/a,Technology,"Computer Software: Programming, Data Processing"
\N,EDIT,"Editas Medicine, Inc.",2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
\N,EDUC,Educational Development Corporation,n/a,Consumer Durables,Consumer Specialties
\N,EGAN,eGain Corporation,1999,Technology,Computer Software: Prepackaged Software
\N,EGLT,Egalet Corporation,2014,Health Care,Major Pharmaceuticals
\N,EHTH,"eHealth, Inc.",2006,Finance,Specialty Insurers
\N,EIGR,"Eiger BioPharmaceuticals, Inc.",2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
\N,EKSO,"Ekso Bionics Holdings, Inc.",n/a,Capital Goods,Industrial Machinery/Components
\N,LOCO,"El Pollo Loco Holdings, Inc.",2014,Consumer Services,Restaurants
\N,EMITF,Elbit Imaging Ltd.,n/a,Consumer Services,Building operators
\N,ESLT,Elbit Systems Ltd.,n/a,Capital Goods,Military/Government/Technical
\N,ERI,"Eldorado Resorts, Inc.",n/a,Consumer Services,Hotels/Resorts
\N,ESIO,"Electro Scientific Industries, Inc.",n/a,Miscellaneous,Industrial Machinery/Components
\N,EA,Electronic Arts Inc.,n/a,Technology,Computer Software: Prepackaged Software
\N,EFII,"Electronics for Imaging, Inc.",1992,Technology,Computer Communications Equipment
\N,ELSE,"Electro-Sensors, Inc.",n/a,Capital Goods,Industrial Machinery/Components
\N,ELEC,Electrum Special Acquisition Corporation,2015,Finance,Business Services
\N,ELECU,Electrum Special Acquisition Corporation,2015,Finance,Business Services
\N,ELECW,Electrum Special Acquisition Corporation,2015,Finance,Business Services
\N,EBIO,"Eleven Biotherapeutics, Inc.",2014,Health Care,Major Pharmaceuticals
\N,DWAC,Elkhorn Commodity Rotation Strategy ETF,n/a,n/a,n/a
\N,CAPX,Elkhorn S&P 500 Capital Expenditures Portfolio,n/a,n/a,n/a
\N,ESBK,Elmira Savings Bank NY (The),n/a,Finance,Major Banks
\N,ELTK,Eltek Ltd.,1997,Technology,Electrical Products
\N,EMCI,EMC Insurance Group Inc.,1982,Finance,Property-Casualty Insurers
\N,EMCF,Emclaire Financial Corp,n/a,Finance,Major Banks
\N,EMKR,EMCORE Corporation,1997,Technology,Semiconductors
\N,EMMS,Emmis Communications Corporation,1994,Consumer Services,Broadcasting
\N,NYNY,"Empire Resorts, Inc.",n/a,Consumer Services,Restaurants
\N,ERS,"Empire Resources, Inc.",n/a,Basic Industries,Metal Fabrications
\N,ENTA,"Enanta Pharmaceuticals, Inc.",2013,Health Care,Major Pharmaceuticals
\N,ECPG,Encore Capital Group Inc,n/a,Finance,Finance Companies
\N,WIRE,Encore Wire Corporation,1992,Capital Goods,Metal Fabrications
\N,ENDP,Endo International plc,n/a,Health Care,Major Pharmaceuticals
\N,ECYT,"Endocyte, Inc.",2011,Health Care,Major Pharmaceuticals
\N,ELGX,"Endologix, Inc.",n/a,Health Care,Medical/Dental Instruments
\N,NDRAU,ENDRA Life Sciences Inc.,n/a,n/a,n/a
\N,EIGI,"Endurance International Group Holdings, Inc.",2013,Technology,Computer Software: Prepackaged Software
\N,WATT,Energous Corporation,2014,Technology,Radio And Television Broadcasting And Communications Equipment
\N,EFOI,"Energy Focus, Inc.",n/a,Consumer Durables,Building Products
\N,ERII,"Energy Recovery, Inc.",2008,Technology,Industrial Machinery/Components
\N,ENOC,"EnerNOC, Inc.",2007,Technology,"Computer Software: Programming, Data Processing"
\N,ENG,ENGlobal Corporation,n/a,Consumer Services,Military/Government/Technical
\N,ENPH,"Enphase Energy, Inc.",2012,Technology,Semiconductors
\N,ESGR,Enstar Group Limited,n/a,Finance,Property-Casualty Insurers
\N,ENFC,Entegra Financial Corp.,2014,Finance,Banks
\N,ENTG,"Entegris, Inc.",2000,Consumer Non-Durables,Plastic Products
\N,ENTL,"Entellus Medical, Inc.",2015,Health Care,Medical/Dental Instruments
\N,ETRM,EnteroMedics Inc.,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
\N,EBTC,Enterprise Bancorp Inc,n/a,Finance,Major Banks
\N,EFSC,Enterprise Financial Services Corporation,n/a,Finance,Major Banks
\N,EGT,Entertainment Gaming Asia Incorporated,n/a,Consumer Durables,Miscellaneous manufacturing industries
\N,ENZY          ,Enzymotec Ltd.,2013,Consumer Durables,Specialty Chemicals
\N,EPZM,"Epizyme, Inc.",2013,Health Care,Major Pharmaceuticals
\N,PLUS,ePlus inc.,1996,Technology,Retail: Computer Software & Peripheral Equipment
\N,EQIX,"Equinix, Inc.",2000,Consumer Services,Real Estate Investment Trusts
\N,EQFN,Equitable Financial Corp.,2015,Finance,Savings Institutions
\N,EQBK,"Equity Bancshares, Inc.",2015,Finance,Major Banks
\N,ERIC,Ericsson,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
\N,ERIE,Erie Indemnity Company,n/a,Finance,Specialty Insurers
\N,ESCA,"Escalade, Incorporated",n/a,Consumer Non-Durables,Recreational Products/Toys
\N,ESPR,"Esperion Therapeutics, Inc.",2013,Health Care,Major Pharmaceuticals
\N,ESSA,"ESSA Bancorp, Inc.",n/a,Finance,Banks
\N,EPIX,ESSA Pharma Inc.,n/a,Health Care,Major Pharmaceuticals
\N,ESND,Essendant Inc.,n/a,Consumer Services,Paper
\N,ETSY,"Etsy, Inc.",2015,Miscellaneous,Business Services
\N,CLWT,Euro Tech Holdings Company Limited,1997,Consumer Durables,Diversified Electronic Products
\N,EEFT,"Euronet Worldwide, Inc.",1997,Finance,Investment Bankers/Brokers/Service
\N,ESEA,Euroseas Ltd.,n/a,Transportation,Marine Transportation
\N,EVEP,"EV Energy Partners, L.P.",2006,Energy,Oil & Gas Production
\N,EVBG,"Everbridge, Inc.",2016,n/a,n/a
\N,EVK,"Ever-Glory International Group, Inc.",n/a,Consumer Non-Durables,Apparel
\N,MRAM,"Everspin Technologies, Inc.",2016,Technology,Semiconductors
\N,EVLV,EVINE Live Inc.,n/a,Consumer Services,Catalog/Specialty Distribution
\N,EVGN,Evogene Ltd.,n/a,Basic Industries,Agricultural Chemicals
\N,EVOK,"Evoke Pharma, Inc.",2013,Health Care,Major Pharmaceuticals
\N,EVOL,"Evolving Systems, Inc.",1998,Technology,EDP Services
\N,EXA,Exa Corporation,2012,Technology,Computer Software: Prepackaged Software
\N,EXAS,Exact Sciences Corporation,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch
\N,EXAC,"Exactech, Inc.",1996,Health Care,Industrial Specialties
\N,EXEL,"Exelixis, Inc.",2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch
\N,EXFO,EXFO Inc,n/a,Capital Goods,Electrical Products
\N,EXLS,"ExlService Holdings, Inc.",2006,Miscellaneous,Business Services
\N,EXPE,"Expedia, Inc.",n/a,Consumer Services,Transportation Services
\N,EXPD,"Expeditors International of Washington, Inc.",n/a,Transportation,Oil Refining/Marketing
\N,EXPO,"Exponent, Inc.",n/a,Consumer Services,Professional Services
\N,ESRX,Express Scripts Holding Company,1992,Health Care,Medical/Nursing Services
\N,XOG,"Extraction Oil & Gas, Inc.",2016,Energy,Oil & Gas Production
\N,EXTR,"Extreme Networks, Inc.",1999,Technology,Computer Communications Equipment
\N,EYEG,"Eyegate Pharmaceuticals, Inc.",n/a,Health Care,Major Pharmaceuticals
\N,EYEGW,"Eyegate Pharmaceuticals, Inc.",n/a,Health Care,Major Pharmaceuticals
\N,EZPW,"EZCORP, Inc.",1991,Consumer Services,Other Specialty Stores
\N,FFIV,"F5 Networks, Inc.",1999,Technology,Computer Communications Equipment
\N,FB,"Facebook, Inc.",2012,Technology,"Computer Software: Programming, Data Processing"
\N,FRP,"FairPoint Communications, Inc.",n/a,Public Utilities,Telecommunications Equipment
\N,FALC,"FalconStor Software, Inc.",n/a,Technology,Computer Software: Prepackaged Software
\N,DAVE,"Famous Dave&#39;s of America, Inc.",n/a,Consumer Services,Restaurants
\N,FANH,Fanhua Inc.,n/a,Finance,Specialty Insurers
\N,FARM,Farmer Brothers Company,n/a,Consumer Non-Durables,Packaged Foods
\N,FFKT,Farmers Capital Bank Corporation,n/a,Finance,Major Banks
